aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,dois,ecs,repacxns,annotation
1295359,100,Time dependent inhibition of CYP3A4 in human liver microsomes at 10 uM,"Title: Amine-free melanin-concentrating hormone receptor 1 antagonists: Novel 1-(1H-benzimidazol-6-yl)pyridin-2(1H)-one derivatives and design to avoid CYP3A4 time-dependent inhibition._|__|_Abstract: Melanin-concentrating hormone (MCH) is an attractive target for antiobesity agents, and numerous drug discovery programs are dedicated to finding small-molecule MCH receptor 1 (MCHR1) antagonists. We recently reported novel pyridine-2(1H)-ones as aliphatic amine-free MCHR1 antagonists that structurally feature",43,ChEMBL,1572139,20180905,89691439,336872037,1576,NULL,P08684,Curation Efforts|Research and Development,27112449,0,10.1016/j.bmc.2016.04.011,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
699805,2,Time dependent inhibition of CYP3A4 in human liver microsomes preincubated for 30 mins,"Title: Discovery of novel PI3-kinase &#xCE;&#xB4; specific inhibitors for the treatment of rheumatoid arthritis: taming CYP3A4 time-dependent inhibition._|__|_Abstract: PI3K&#x3B4; is a lipid kinase and a member of a larger family of enzymes, PI3K class IA(&#x3B1;, &#x3B2;, &#x3B4;) and IB (&#x3B3;), which catalyze the phosphorylation of PIP2 to PIP3. PI3K&#x3B4; is mainly expressed in leukocytes, where it plays a critical, nonredundant role in B cell receptor mediated signaling and provides an attractive o",43,ChEMBL,860549,20200625,"24937010,24937637,46239494,49834039,49834218,57506726,57506727,57506732,57506734,57506741,57506743,57506744,59606002,60165513,60165514,60165805","163313941,163317371,163317372,163317373,163320840,163320842,163320843,163320844,163320845,163324216,163327677,163327678,163327679,163331205,163331206,163331225",1576,NULL,P08684,Curation Efforts|Research and Development,22626259,0,10.1021/jm3003747,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1153217,100,Time dependent inhibition of human liver microsome CYP3A4 activity assessed as percentage remaining activity by measuring 6-beta-OH-testosterone formation at 15 uM for 15 mins using 200 uM testosterone as a substrate by LC/MS/MS analysis,"Title: Solving time-dependent CYP3A4 inhibition for a series of indole-phenylacetic acid dual antagonists of the PGD(2) receptors CRTH2 and DP._|__|_Abstract: Based on their structural similarity to previously described compound AMG 009, indole-phenyl acetic acids were proposed to be potent dual inhibitors of chemoattractant receptor-homologous molecule expressed on Th2 cells (CRTH2 or DP2) and prostanoid D receptor (DP or DP1). This series was equipotent to AMG 009 in binding assays against both receptors ",43,ChEMBL,1364475,20181004,"10483360,25106870,25106871,59864915,67242411,90479860,90644206,90644207,90644208,90644209","103705008,242645860,242645861,242645862,242645863,242645864,242645865,242645866,242645867,242645868",1576,NULL,P08684,Curation Efforts|Research and Development,24825301,0,10.1016/j.bmcl.2014.04.092,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1190263,100,Time-dependent inhibition of CYP3A4 (unknown origin) using midazolam as substrate assessed as AUC shift,"Title: Identification of nicotinamide phosphoribosyltransferase (NAMPT) inhibitors with no evidence of CYP3A4 time-dependent inhibition and improved aqueous solubility._|__|_Abstract: Herein we report the optimization efforts to ameliorate the potent CYP3A4 time-dependent inhibition (TDI) and low aqueous solubility exhibited by a previously identified lead compound from our NAMPT inhibitor program (1, GNE-617). Metabolite identification studies pinpointed the imidazopyridine moiety present in 1 as the likel",43,ChEMBL,1462154,20181006,"68276577,68277248,68277518,68277611,71727683,71727801,71728054,71818876,89793496,89793516,89793519,89795484,89795501,89795553,89795796,90655898","174493111,174503499,174518843,174518845,174518847,242633560,312378102,312378104,312378105,312378107,312378112,312378113,312378117,312378119,312378121,312378124",1576,NULL,P08684,Curation Efforts|Research and Development,25556090,0,10.1016/j.bmcl.2014.12.026,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1190264,100,Time-dependent inhibition of CYP3A4 (unknown origin) using testosterone as substrate assessed as AUC shift,"Title: Identification of nicotinamide phosphoribosyltransferase (NAMPT) inhibitors with no evidence of CYP3A4 time-dependent inhibition and improved aqueous solubility._|__|_Abstract: Herein we report the optimization efforts to ameliorate the potent CYP3A4 time-dependent inhibition (TDI) and low aqueous solubility exhibited by a previously identified lead compound from our NAMPT inhibitor program (1, GNE-617). Metabolite identification studies pinpointed the imidazopyridine moiety present in 1 as the likel",43,ChEMBL,1462155,20181006,"68276577,68277248,68277518,68277611,71727683,71727801,71728054,71818876,89793496,89793516,89793519,89795484,89795501,89795553,89795796,90655898","174493111,174503499,174518843,174518845,174518847,242633560,312378102,312378104,312378105,312378107,312378112,312378113,312378117,312378119,312378121,312378124",1576,NULL,P08684,Curation Efforts|Research and Development,25556090,0,10.1016/j.bmcl.2014.12.026,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1190275,100,Time-dependent inhibition of CYP2C9 in human liver microsomes assessed as AUC shift,"Title: Identification of nicotinamide phosphoribosyltransferase (NAMPT) inhibitors with no evidence of CYP3A4 time-dependent inhibition and improved aqueous solubility._|__|_Abstract: Herein we report the optimization efforts to ameliorate the potent CYP3A4 time-dependent inhibition (TDI) and low aqueous solubility exhibited by a previously identified lead compound from our NAMPT inhibitor program (1, GNE-617). Metabolite identification studies pinpointed the imidazopyridine moiety present in 1 as the likel",43,ChEMBL,1462166,20181006,89795553,312378107,1559,NULL,P11712,Curation Efforts|Research and Development,25556090,0,10.1016/j.bmcl.2014.12.026,"1.14.14.1,1.14.14.51,1.14.14.52,1.14.14.53",P11712,NULL
1190276,100,Time-dependent inhibition of CYP2D6 in human liver microsomes assessed as AUC shift,"Title: Identification of nicotinamide phosphoribosyltransferase (NAMPT) inhibitors with no evidence of CYP3A4 time-dependent inhibition and improved aqueous solubility._|__|_Abstract: Herein we report the optimization efforts to ameliorate the potent CYP3A4 time-dependent inhibition (TDI) and low aqueous solubility exhibited by a previously identified lead compound from our NAMPT inhibitor program (1, GNE-617). Metabolite identification studies pinpointed the imidazopyridine moiety present in 1 as the likel",43,ChEMBL,1462167,20181006,89795553,312378107,1565,NULL,P10635,Curation Efforts|Research and Development,25556090,0,10.1016/j.bmcl.2014.12.026,1.14.14.-,P10635,NULL
1217704,100,Time dependent inhibition of CYP1A2 (unknown origin) at 100 uM by LC/MS system,"Title: Combination of GSH trapping and time-dependent inhibition assays as a predictive method of drugs generating highly reactive metabolites._|__|_Abstract: Covalent binding (CB) of reactive metabolites (RMs) is potentially involved in severe adverse drug reactions. Because the CB assay is of low throughput and costly, a qualitative trapping assay using agents such as [(35)S]GSH is often performed in the early stages of drug discovery. However, trapping methods alone cannot replace the CB assay. We hypoth",43,ChEMBL,1489413,20200624,"1775,1935,1983,2162,2165,2333,2519,2520,2554,2662,3033,3121,3152,3386,3397,3440,3696,3715,4463,4829,4913,4946,5329,5472,5717,5733,5991,6009,12560,38409,54687,60606,60823,60846,77999,149096,158781,392622,2733526,54678486,135398737,135398745","103163840,103164240,103164546,103164951,103165325,103165562,103165728,103165751,103165765,103166276,103167682,103170100,103172304,103172342,103175312,103177753,103177883,103178971,103178995,103181002,103181943,103183576,103184980,103189005,103190631,103191369,103192563,103195217,103211583,103219094,103219164,103244854,103292815,103513016,103532317,103554720,103558519,103724173,104234145,104234199,104234246,123083185",1544,NULL,P05177,Curation Efforts|Research and Development,21467212,0,10.1124/dmd.111.039180,"1.14.14.1,4.2.1.152",P05177,NULL
1217705,100,Time dependent inhibition of CYP2B6 (unknown origin) at 100 uM by LC/MS system,"Title: Combination of GSH trapping and time-dependent inhibition assays as a predictive method of drugs generating highly reactive metabolites._|__|_Abstract: Covalent binding (CB) of reactive metabolites (RMs) is potentially involved in severe adverse drug reactions. Because the CB assay is of low throughput and costly, a qualitative trapping assay using agents such as [(35)S]GSH is often performed in the early stages of drug discovery. However, trapping methods alone cannot replace the CB assay. We hypoth",43,ChEMBL,1489414,20181007,"1775,1935,1983,2165,2519,2520,2554,3033,3121,3152,3386,3397,3440,3696,3715,4463,4829,4913,4946,5329,5733,6009,12560,38409,54687,60823,60846,77999,149096,158781,2733526,54678486,135398737,135398745","103163840,103164240,103164546,103164951,103165325,103165562,103165728,103165751,103165765,103166276,103167682,103170100,103172304,103172342,103175312,103177753,103177883,103178971,103178995,103181943,103184980,103189005,103190631,103191369,103195217,103211583,103219094,103292815,103532317,103554720,103558519,104234145,104234199,123083185",1555,NULL,P20813,Curation Efforts|Research and Development,21467212,0,10.1124/dmd.111.039180,1.14.13.-,P20813,NULL
1217706,100,Time dependent inhibition of CYP2C9 (unknown origin) at 100 uM by LC/MS system,"Title: Combination of GSH trapping and time-dependent inhibition assays as a predictive method of drugs generating highly reactive metabolites._|__|_Abstract: Covalent binding (CB) of reactive metabolites (RMs) is potentially involved in severe adverse drug reactions. Because the CB assay is of low throughput and costly, a qualitative trapping assay using agents such as [(35)S]GSH is often performed in the early stages of drug discovery. However, trapping methods alone cannot replace the CB assay. We hypoth",43,ChEMBL,1489415,20181007,"1775,1935,1983,2165,2519,2520,2554,3033,3121,3152,3386,3397,3440,3696,3715,4463,4829,4913,4946,5329,5472,5733,6009,12560,54687,60606,60823,60846,77999,149096,158781,2733526,54678486,135398737,135398745","103163840,103164240,103164546,103164951,103165325,103165562,103165728,103165751,103165765,103167682,103170100,103172304,103172342,103175312,103177753,103177883,103178971,103178995,103181943,103184980,103189005,103190631,103191369,103195217,103211583,103219094,103219164,103292815,103532317,103554720,103558519,103724173,104234145,104234199,123083185",1559,NULL,P11712,Curation Efforts|Research and Development,21467212,0,10.1124/dmd.111.039180,"1.14.14.1,1.14.14.51,1.14.14.52,1.14.14.53",P11712,NULL
1217707,100,Time dependent inhibition of CYP2C19 in human liver microsomes at 100 uM by LC/MS system,"Title: Combination of GSH trapping and time-dependent inhibition assays as a predictive method of drugs generating highly reactive metabolites._|__|_Abstract: Covalent binding (CB) of reactive metabolites (RMs) is potentially involved in severe adverse drug reactions. Because the CB assay is of low throughput and costly, a qualitative trapping assay using agents such as [(35)S]GSH is often performed in the early stages of drug discovery. However, trapping methods alone cannot replace the CB assay. We hypoth",43,ChEMBL,1489416,20181007,"1775,1935,1983,2162,2165,2333,2519,2520,2554,2662,3033,3121,3152,3397,3440,3696,3715,4463,4829,4913,4946,5329,5717,5733,6009,12560,38409,54687,60606,60823,60846,77999,149096,158781,2733526,54678486,135398737,135398745","103163840,103164240,103164546,103164951,103165325,103165562,103165751,103165765,103166276,103167682,103170100,103172304,103172342,103175312,103177753,103177883,103178971,103178995,103181002,103181943,103183576,103184980,103189005,103190631,103191369,103195217,103211583,103219094,103292815,103513016,103532317,103554720,103558519,103724173,104234145,104234199,104234246,123083185",1557,NULL,P33261,Curation Efforts|Research and Development,21467212,0,10.1124/dmd.111.039180,"1.14.14.1,1.14.14.51,1.14.14.52,1.14.14.53,1.14.14.75",P33261,NULL
1217708,100,Time dependent inhibition of CYP2D6 (unknown origin) at 100 uM by LC/MS system,"Title: Combination of GSH trapping and time-dependent inhibition assays as a predictive method of drugs generating highly reactive metabolites._|__|_Abstract: Covalent binding (CB) of reactive metabolites (RMs) is potentially involved in severe adverse drug reactions. Because the CB assay is of low throughput and costly, a qualitative trapping assay using agents such as [(35)S]GSH is often performed in the early stages of drug discovery. However, trapping methods alone cannot replace the CB assay. We hypoth",43,ChEMBL,1489417,20181007,"1775,1935,1983,2162,2333,2519,2520,2554,3033,3121,3152,3397,3440,3696,3715,4463,4829,4913,4946,5329,5717,5733,5991,6009,12560,38409,54687,60606,60823,60846,77999,149096,158781,2733526,54678486,135398737,135398745","103163840,103164240,103164546,103164951,103165325,103165562,103165751,103165765,103166276,103167682,103170100,103172304,103172342,103175312,103177753,103177883,103178971,103178995,103181943,103183576,103184980,103189005,103191369,103192563,103195217,103211583,103219094,103292815,103513016,103532317,103554720,103558519,103724173,104234145,104234199,104234246,123083185",1565,NULL,P10635,Curation Efforts|Research and Development,21467212,0,10.1124/dmd.111.039180,1.14.14.-,P10635,NULL
1217709,100,Time dependent inhibition of CYP3A4 (unknown origin) at 100 uM by LC/MS system,"Title: Combination of GSH trapping and time-dependent inhibition assays as a predictive method of drugs generating highly reactive metabolites._|__|_Abstract: Covalent binding (CB) of reactive metabolites (RMs) is potentially involved in severe adverse drug reactions. Because the CB assay is of low throughput and costly, a qualitative trapping assay using agents such as [(35)S]GSH is often performed in the early stages of drug discovery. However, trapping methods alone cannot replace the CB assay. We hypoth",43,ChEMBL,1489418,20181007,"1775,1935,2162,2165,2519,2520,3033,3121,3152,3386,3397,3440,3696,3715,4463,4829,4913,4946,5329,5472,5733,6009,12560,38409,54687,60606,60823,60846,77999,149096,158781,2733526,54678486,135398737,135398745","103163840,103164240,103164546,103164951,103165325,103165562,103165728,103165751,103165765,103166276,103167682,103170100,103172304,103172342,103175312,103177883,103178995,103181943,103184980,103189005,103190631,103191369,103195217,103211583,103219094,103219164,103292815,103532317,103554720,103558519,103724173,104234145,104234199,104234246,123083185",1576,NULL,P08684,Curation Efforts|Research and Development,21467212,0,10.1124/dmd.111.039180,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1217712,100,Time dependent inhibition of CYP2C8 (unknown origin) at 100 uM by LC/MS system,"Title: Combination of GSH trapping and time-dependent inhibition assays as a predictive method of drugs generating highly reactive metabolites._|__|_Abstract: Covalent binding (CB) of reactive metabolites (RMs) is potentially involved in severe adverse drug reactions. Because the CB assay is of low throughput and costly, a qualitative trapping assay using agents such as [(35)S]GSH is often performed in the early stages of drug discovery. However, trapping methods alone cannot replace the CB assay. We hypoth",43,ChEMBL,1489421,20181007,"1775,1935,1983,2162,2519,2520,2554,2662,3033,3121,3152,3386,3397,3440,3696,3715,4463,4913,4946,5329,5472,5733,6009,12560,38409,54687,60606,60823,60846,149096,158781,54678486,135398737,135398745","103163840,103164240,103164546,103164951,103165325,103165562,103165728,103165751,103165765,103166276,103167682,103172304,103172342,103175312,103177753,103177883,103178971,103178995,103181002,103184980,103189005,103191369,103195217,103211583,103219094,103219164,103292815,103532317,103554720,103558519,103724173,104234145,104234199,104234246",1558,NULL,P10632,Curation Efforts|Research and Development,21467212,0,10.1124/dmd.111.039180,1.14.14.1,P10632,NULL
